"B. Radikale Venstre","Brønderslev",238
"B. Radikale Venstre","Frederikshavn",0
"B. Radikale Venstre","Hjørring",1072
"B. Radikale Venstre","Jammerbugt",148
"B. Radikale Venstre","Læsø",0
"B. Radikale Venstre","Mariagerfjord",478
"B. Radikale Venstre","Morsø",433
"B. Radikale Venstre","Rebild",1545
"B. Radikale Venstre","Thisted",481
"B. Radikale Venstre","Vesthimmerlands",388
"B. Radikale Venstre","Aalborg",8055
"C. Det Konservative Folkeparti","København",40172
"C. Det Konservative Folkeparti","Frederiksberg",24607
"C. Det Konservative Folkeparti","Dragør",2874
"C. Det Konservative Folkeparti","Tårnby",1942
"C. Det Konservative Folkeparti","Albertslund",1744
"C. Det Konservative Folkeparti","Ballerup",3099
"C. Det Konservative Folkeparti","Brøndby",1146
"C. Det Konservative Folkeparti","Gentofte",22700
"C. Det Konservative Folkeparti","Gladsaxe",3763
"C. Det Konservative Folkeparti","Glostrup",1029
"C. Det Konservative Folkeparti","Herlev",2655
"C. Det Konservative Folkeparti","Hvidovre",4010
"C. Det Konservative Folkeparti","Høje-Taastrup",10509
"C. Det Konservative Folkeparti","Ishøj",617
"C. Det Konservative Folkeparti","Lyngby-Taarbæk",14169
"C. Det Konservative Folkeparti","Rødovre",3732
"C. Det Konservative Folkeparti","Vallensbæk",4321
"C. Det Konservative Folkeparti","Allerød",4626
"C. Det Konservative Folkeparti","Egedal",3019
"C. Det Konservative Folkeparti","Fredensborg",4860
"C. Det Konservative Folkeparti","Frederikssund",2281
"C. Det Konservative Folkeparti","Furesø",5491
"C. Det Konservative Folkeparti","Gribskov",5220
"C. Det Konservative Folkeparti","Halsnæs",1049
"C. Det Konservative Folkeparti","Helsingør",11875
"C. Det Konservative Folkeparti","Hillerød",4503
"C. Det Konservative Folkeparti","Hørsholm",5357
"C. Det Konservative Folkeparti","Rudersdal",10574
"C. Det Konservative Folkeparti","Bornholm",2896
"C. Det Konservative Folkeparti","Christiansø",0
"C. Det Konservative Folkeparti","Greve",3055
"C. Det Konservative Folkeparti","Køge",5508
"C. Det Konservative Folkeparti","Lejre",2202
"C. Det Konservative Folkeparti","Roskilde",7563
"C. Det Konservative Folkeparti","Solrød",1473
"C. Det Konservative Folkeparti","Faxe",1306
"C. Det Konservative Folkeparti","Guldborgsund",2069
"C. Det Konservative Folkeparti","Holbæk",2274
"C. Det Konservative Folkeparti","Kalundborg",1221
"C. Det Konservative Folkeparti","Lolland",966
"C. Det Konservative Folkeparti","Næstved",6665
"C. Det Konservative Folkeparti","Odsherred",981
"C. Det Konservative Folkeparti","Ringsted",4487
"C. Det Konservative Folkeparti","Slagelse",3566
"C. Det Konservative Folkeparti","Sorø",4591
"C. Det Konservative Folkeparti","Stevns",1741
"C. Det Konservative Folkeparti","Vordingborg",2790
"C. Det Konservative Folkeparti","Assens",1789
"C. Det Konservative Folkeparti","Faaborg-Midtfyn",3458
"C. Det Konservative Folkeparti","Kerteminde",4616
"C. Det Konservative Folkeparti","Langeland",768
"C. Det Konservative Folkeparti","Middelfart",1597
"C. Det Konservative Folkeparti","Nordfyns",1289
"C. Det Konservative Folkeparti","Nyborg",627
"C. Det Konservative Folkeparti","Odense",19742
"C. Det Konservative Folkeparti","Svendborg",3134
"C. Det Konservative Folkeparti","Ærø",550
"C. Det Konservative Folkeparti","Billund",1351
"C. Det Konservative Folkeparti","Esbjerg",4707
"C. Det Konservative Folkeparti","Fanø",496
"C. Det Konservative Folkeparti","Fredericia",2514
"C. Det Konservative Folkeparti","Haderslev",3877
"C. Det Konservative Folkeparti","Kolding",5243
"C. Det Konservative Folkeparti","Sønderborg",1051
"C. Det Konservative Folkeparti","Tønder",1115
"C. Det Konservative Folkeparti","Varde",4325
"C. Det Konservative Folkeparti","Vejen",5229
"C. Det Konservative Folkeparti","Vejle",6696
"C. Det Konservative Folkeparti","Aabenraa",3544
"C. Det Konservative Folkeparti","Favrskov",5653
"C. Det Konservative Folkeparti","Hedensted",1454
"C. Det Konservative Folkeparti","Horsens",4673
"C. Det Konservative Folkeparti","Norddjurs",2766
"C. Det Konservative Folkeparti","Odder",1825
